,likes,comments,shares,Year,Month,no_link,youtube_link,facebook_link,paula_link,twitter_link,other_link,acne,beauty,best,bha,care,choice,ingredient,oily,paula,photo,pore,product,resist,retinol,routine,singapore,skin,skincare,sunscreen,timeline,number_of_words
156,9,1,2,2017,5,0,0,1,0,0,0,0.0,0.0,0.551118080381,0.581361602466,0.0,0.0,0.0,0.0,0.0,0.340179699849,0.0,0.0,0.0,0.0,0.0,0.0,0.256688767863,0.0,0.0,0.42032867725,40
157,6,0,1,2017,5,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806125358171,0.0,0.0,0.591744798805,0.0,0.0,12
158,2,0,1,2017,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.803614454208,0.0,0.0,0.27152837373,0.0,0.0,0.0,0.0,0.0,0.0,0.409773327002,0.0,0.0,0.335502565899,30
159,1,0,2,2017,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.890866881494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454264459821,0.0,0.0,0.0,10
160,2,1,2,2017,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568319471357,0.0,0.0,0.0,0.0,0.0,0.0,0.428835773917,0.0,0.0,0.702219949507,13
161,2,0,1,2017,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.461662001554,0.0,0.0,0.466481287197,0.0,0.0,0.0,0.686416905578,0.0,0.0,0.0,0.313201591236,0.0,0.0,0.0,11
162,5,0,1,2017,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
163,1,0,1,2017,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50
164,6,0,4,2017,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14
165,5,1,1,2017,4,0,0,1,0,0,0,0.0,0.0,0.379891606997,0.0,0.0,0.0,0.0,0.0,0.0,0.234489517662,0.0,0.289737067884,0.775560910655,0.0,0.0,0.0,0.176938322282,0.0,0.0,0.289737067884,63
166,1,0,2,2017,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756568916895,0.0,0.345210886744,0.555367371801,0.0,0.0,17
167,3,1,1,2017,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.634841539087,0.0,0.0,0.641468644425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430690374247,0.0,0.0,0.0,26
168,31,40,12,2017,4,0,0,1,0,0,0,0.0,0.0,0.423484796931,0.0,0.0,0.0,0.0,0.0,0.293771930388,0.0,0.0,0.322984875413,0.432278903649,0.0,0.432278903649,0.0,0.394484574551,0.317318876369,0.0,0.0,50
169,0,0,1,2017,4,0,0,0,0,0,1,0.580372117093,0.0,0.0,0.0,0.0,0.386198260117,0.0,0.0,0.390229780415,0.0,0.0,0.429034580817,0.0,0.0,0.0,0.0,0.0,0.421508192712,0.0,0.0,23
170,2,0,3,2017,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713335987352,0.0,0.0,0.0,0.0,0.0,0.700822209371,0.0,0.0,20
171,1,0,1,2017,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.64082130804,0.0,0.0,0.0,0.0,0.535075475569,0.0,0.0,0.0,0.0,0.163381505916,0.525688852964,0.0,0.0,42
172,6,0,1,2017,4,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
173,1,0,1,2017,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.703425721728,0.0,0.0,0.710768776756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
174,5,3,0,2017,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.594507306307,0.0,0.0,0.600713362938,0.5345133472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
175,3,1,0,2017,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667957306982,0.0,0.0,0.674615324902,0.0,0.0,0.0,0.0,0.0,0.314208846879,0.0,0.0,0.0,7
176,3,0,0,2017,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23592244213,0.0,0.583015200956,0.0,0.0,0.39015011393,0.0,0.534058684354,0.286393795123,0.0,0.291507600478,46
177,2,0,0,2017,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
178,1,0,0,2017,3,0,0,0,0,0,1,0.939944336105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341327767731,0.0,0.0,13
179,1,1,0,2017,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629101729387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777322979258,18
180,0,0,0,2017,3,0,0,0,0,0,1,0.0,0.0,0.731716757468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681608822449,0.0,0.0,0.0,9
181,6,0,2,2017,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
182,4,0,0,2017,3,0,0,0,0,0,1,0.0,0.645289384228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530421732161,0.549776678892,0.0,0.0,0.0,22
183,1,0,0,2017,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
184,5,0,0,2017,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456235006169,0.0,0.0,0.0,0.0,0.0,0.0,0.688520812039,0.0,0.0,0.563727514438,35
185,0,0,1,2017,3,0,0,0,0,0,1,0.0,0.0,0.731716757468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681608822449,0.0,0.0,0.0,14
187,3,0,0,2017,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.411962258667,0.0,0.0,0.832525458248,0.37038960407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
188,2,3,0,2017,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20
189,2,0,0,2017,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
190,3,0,0,2017,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.53792812034,0.361793205718,0.0,0.0,0.365569961865,0.0,0.0,0.401922567727,0.0,0.0,0.0,0.473614759582,0.245448417561,0.0,0.0,0.0,22
191,3,0,0,2017,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
192,11,0,8,2017,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
193,3,0,0,2017,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.226313562488,0.0,0.0,0.228676047811,0.0,0.0,0.0,0.672983501916,0.666020001756,0.0,0.0,0.0,0.0,0.0,0.0,30
194,4,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.436240545973,0.0,0.0,0.440794457261,0.392217878466,0.0,0.484627454615,0.0,0.0,0.0,0.0,0.0,0.476125822175,0.0,0.0,22
195,4,0,0,2017,2,0,0,0,1,0,0,0.0,0.0,0.395072085564,0.0,0.0,0.0,0.360863207518,0.0,0.0,0.0,0.0,0.602629937412,0.0,0.0,0.0,0.0,0.0,0.592058232949,0.0,0.0,54
196,4,0,0,2017,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45356768035,0.0,0.0,0.0,0.0,0.0,0.891221835091,0.0,0.0,18
197,2,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.559550167224,0.0,0.0,0.378125968569,0.0,0.0,0.0,0.0,0.0,0.0,0.570643627543,0.0,0.0,0.46721538138,38
198,0,0,0,2017,2,0,0,0,0,0,1,0.0,0.0,0.0,0.548797269442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198392213525,0.0,0.788334598802,0.0,0.0,0.0,0.194911895474,0.0,0.0,27
199,3,0,0,2017,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731716757468,0.0,0.0,0.0,0.0,0.0,0.681608822449,0.0,0.0,0.0,73
200,1,0,0,2017,2,0,0,1,0,0,0,0.560581274518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335385064194,0.0,0.414404388225,0.0,0.0,0.0,0.0,0.253070888493,0.407134651943,0.0,0.414404388225,58
201,0,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.433532503438,0.0,0.193968724698,0.0,0.0,0.131077812491,0.0,0.323921524803,0.0,0.0,0.0,0.0,0.79125714315,0.0,0.0,0.161960762402,64
202,0,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629101729387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777322979258,14
203,1,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521392734687,0.0,0.0,0.0,0.853316832259,0.0,0.0,0.0,0.0,0.0,0.0,15
204,2,0,1,2017,2,0,0,0,0,0,1,0.0,0.0,0.248466009289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568502791383,0.0,0.753004048563,0.0,0.0,0.115725533331,0.186176588758,0.0,0.0,32
205,8,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521392734687,0.0,0.0,0.0,0.853316832259,0.0,0.0,0.0,0.0,0.0,0.0,15
206,2,0,0,2017,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274817564759,0.0,0.0,0.0,0.899538632622,0.0,0.0,0.0,0.0,0.0,0.339566715862,45
207,2,0,0,2017,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
208,8,0,3,2017,2,0,0,1,0,0,0,0.0,0.0,0.850947598052,0.0,0.0,0.0,0.0,0.0,0.0,0.525250592926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
210,4,0,0,2017,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22
211,1,0,1,2017,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.202158700113,0.268965340759,0.0,0.204269033036,0.0,0.0,0.0,0.0,0.892401694736,0.0,0.0,0.0,0.220641978811,0.0,0.0,20
212,2,0,0,2017,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.468991651918,0.0,0.0,0.0,0.0,0.0,0.0,0.350415458597,0.0,0.0,0.0,0.0,0.427987511564,0.688536510835,0.0,0.0,31
213,3,0,0,2017,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.512167948101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506868439898,0.512167948101,0.0,0.467388885739,0.0,0.0,0.0,35
214,1,0,0,2017,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.194231506759,0.0,0.0,0.376804395123,0.0,0.117451129135,0.0,0.145123526692,0.0,0.0,0.0,0.0,0.886248816001,0.0,0.0,0.0,124
215,1,0,0,2017,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713335987352,0.0,0.0,0.0,0.0,0.0,0.700822209371,0.0,0.0,24
216,3,0,0,2017,1,0,0,1,0,0,0,0.553439800755,0.58650564198,0.0,0.0,0.0,0.0,0.489979652378,0.0,0.0,0.331112456911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
217,3,0,0,2017,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.53792812034,0.361793205718,0.0,0.0,0.365569961865,0.0,0.0,0.401922567727,0.0,0.0,0.0,0.473614759582,0.245448417561,0.0,0.0,0.0,36
218,2,0,0,2017,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908126217314,0.0,0.0,0.418696517094,0.0,0.0,0.0,32
219,0,0,0,2017,1,0,0,1,0,0,0,0.0,0.0,0.38484736775,0.0,0.0,0.0,0.0,0.0,0.0,0.237548479553,0.0,0.293516744937,0.0,0.0,0.0,0.0,0.358493035013,0.0,0.762098345154,0.0,46
220,7,0,5,2017,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396755465954,0.0,0.0,0.0,0.0,0.484585883434,0.779590675811,0.0,0.0,26
221,3,0,0,2017,1,0,0,1,0,0,0,0.0,0.512609734064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289394434313,0.0,0.0,0.0,0.473625974305,0.0,0.0,0.655103471519,0.0,0.0,0.0,43
222,0,0,0,2017,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.738659774841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674078435371,0.0,0.0,0.0,32
223,3,0,0,2017,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293146797212,0.0,0.0,0.0,0.0,0.0,0.0,0.884796949528,0.0,0.0,0.362214457732,73
224,5,0,0,2017,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.303609127327,0.408395528352,0.271678246808,0.0,0.412658765742,0.0,0.0,0.226846962311,0.607218254654,0.0,0.0,0.0,0.277064451705,0.0,0.0,0.0,35
225,3,0,0,2017,1,0,0,1,0,0,0,0.0,0.390631414291,0.0,0.0,0.0,0.0,0.326342034727,0.0,0.0,0.220531428983,0.0,0.0,0.0,0.0,0.0,0.0,0.832029965428,0.0,0.0,0.0,61
226,6,0,0,2017,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.550864693536,0.0,0.0,0.0,0.0,0.666211999649,0.0,0.0,0.0,0.0,0.0,0.0,0.5027023582,0.0,0.0,0.0,59
227,3,0,0,2017,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.814445479862,0.182589971845,0.242929806973,0.0,0.184496026982,0.0,0.0,0.0,0.0,0.268672747739,0.0,0.0,0.371619081923,0.0,0.0,0.0,41
228,12,0,4,2017,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.72698403876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48465602584,0.0,0.33171175694,0.355766853869,0.0,0.0,25
229,4,0,1,2017,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.594773450742,0.0,0.0,0.401928728315,0.0,0.496626256054,0.0,0.0,0.0,0.0,0.0,0.487914133271,0.0,0.0,49
230,4,3,0,2017,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499977665961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606938873379,0.0,0.617776284363,15
232,15,3,2,2016,12,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.703425721728,0.0,0.0,0.710768776756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85
234,1,0,0,2016,12,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.909769426642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415113948631,0.0,0.0,0.0,25
235,3,0,0,2016,11,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.250880000563,0.333787389824,0.0,0.25349893472,0.225562759992,0.0,0.0,0.373018080497,0.0,0.0,0.328420957808,0.680809900933,0.0,0.0,0.0,69
237,9,4,2,2016,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.130719116545,0.0,0.0,0.132083692273,0.0,0.0,0.14521821345,0.971791171645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
238,1,0,0,2016,11,0,0,1,0,0,0,0.0,0.0,0.462502156572,0.0,0.472106499755,0.0,0.422454579312,0.0,0.0,0.0,0.462502156572,0.352742772589,0.0,0.0,0.0,0.0,0.215415013463,0.0,0.0,0.0,42
239,0,0,0,2016,11,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.257471969109,0.519502172675,0.0,0.0,0.524925251364,0.0,0.0,0.577124290565,0.0,0.0,0.0,0.0,0.234961084927,0.0,0.0,0.0,63
240,3,1,0,2016,11,0,0,1,0,0,0,0.0,0.0,0.0,0.496750215156,0.0,0.161647413367,0.0,0.233130387452,0.163334849318,0.145334967407,0.4709083363,0.0,0.240343621318,0.0,0.0,0.211608730095,0.548325689741,0.0,0.0,0.0,69
241,17,0,0,2016,10,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425659500322,0.0,0.904883412261,0.0,24
242,9,0,2,2016,10,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894144139618,0.227316333139,0.0,0.0,0.0,0.267863462053,0.277637727934,0.0,0.0,0.0,54
243,27,1,7,2016,9,0,1,0,0,0,0,0.953708615696,0.0,0.0,0.0,0.0,0.211542788493,0.0,0.0,0.213751081833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
244,0,0,0,2016,9,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.39256945387,0.0,0.0,0.396667483005,0.352953799844,0.0,0.436112454344,0.0,0.0,0.0,0.0,0.0,0.428461901834,0.0,0.436112454344,39
245,1,0,0,2016,9,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.365141615179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930951986337,0.0,0.0,0.0,55
246,11,0,1,2016,9,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44
247,81,6,5,2016,9,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.557953935333,0.0,0.0,0.56377841164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608967411784,0.0,0.0,49
248,5,0,0,2016,9,0,0,1,0,0,0,0.0,0.460296051058,0.0,0.0,0.0,0.289027533427,0.384541397295,0.0,0.0,0.259860682427,0.0,0.0,0.0,0.0,0.0,0.378358973007,0.588247785667,0.0,0.0,0.0,69
249,19,3,12,2016,8,0,0,1,0,0,0,0.0,0.425291795085,0.0,0.82065057118,0.0,0.0,0.0,0.0,0.0,0.240098988135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296668173135,61
250,9,0,2,2016,8,0,0,1,0,0,0,0.0,0.0,0.0,0.566209274016,0.0,0.368500150687,0.0,0.0,0.372346920574,0.331313420201,0.0,0.0,0.0,0.0,0.0,0.482394659476,0.249998555604,0.0,0.0,0.0,44
252,5,0,0,2016,8,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.517456778135,0.0,0.0,0.522858504969,0.0,0.0,0.0,0.0,0.0,0.0,0.677390187812,0.0,0.0,0.0,0.0,7
253,10,0,2,2016,8,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
254,1,0,0,2016,8,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66535267638,0.0,0.67916942372,0.0,0.0,0.0,0.309894675523,0.0,0.0,0.0,32
255,3,1,0,2016,7,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.335665561075,0.0,0.0,0.339169570965,0.301792292015,0.488927436655,0.0,0.49908052854,0.0,0.0,0.439411690147,0.0,0.0,0.0,0.0,27
256,0,0,0,2016,6,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629101729387,0.0,0.777322979258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
257,1,0,0,2016,6,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.436240545973,0.0,0.0,0.440794457261,0.392217878466,0.0,0.484627454615,0.0,0.0,0.0,0.0,0.0,0.476125822175,0.0,0.0,32
258,0,0,0,2016,6,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.233375458223,0.0,0.0,0.235811662614,0.0,0.0,0.259260986473,0.346991650455,0.0,0.0,0.30550618362,0.158327011157,0.764138613074,0.0,0.0,39
259,6,1,0,2016,6,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629101729387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777322979258,41
261,1,0,0,2016,5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
263,0,0,0,2016,5,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601909248719,0.402793892129,0.0,0.0,0.354636846762,0.0,0.59135018702,0.0,0.0,24
264,1,0,0,2016,5,0,0,1,0,0,0,0.0,0.0,0.328593667994,0.0,0.0,0.225590894812,0.0,0.0,0.227945836212,0.202825672627,0.0,0.0,0.670834521455,0.0,0.0,0.295315599412,0.459137379634,0.0,0.0,0.0,38
265,3,0,0,2016,5,0,0,1,0,0,0,0.0,0.501591291523,0.458764262053,0.0,0.0,0.3149575006,0.0,0.0,0.318245339226,0.0,0.0,0.0,0.0,0.0,0.468290983929,0.0,0.0,0.34375392271,0.0,0.0,46
266,1,2,0,2016,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
267,4,0,0,2016,4,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464260329624,0.0,0.0,0.817509016853,0.0,0.340795178519,0.0,0.0,38
268,1,0,0,2016,4,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
270,0,0,0,2016,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.175506418738,0.934021512698,0.0,0.177338528726,0.0,0.255641070699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
271,2,0,0,2016,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.591077299486,0.0,0.0,0.597247550305,0.0,0.0,0.0,0.0,0.0,0.0,0.386882518336,0.200499878828,0.322559615085,0.0,0.0,23
272,4,0,0,2016,3,0,0,1,0,0,0,0.0,0.0,0.389336803251,0.0,0.794843582011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362675034147,0.291731646171,0.0,0.0,20
273,3,1,0,2016,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.349091972901,0.0,0.0,0.352736140989,0.313863794333,0.0,0.0,0.0,0.0,0.0,0.0,0.710494870917,0.0,0.0,0.387812540158,44
274,2,0,0,2016,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.720116995699,0.0,0.0,0.0,0.0,0.0,0.0,0.538048228065,0.0,0.0,0.0,0.0,0.438104572884,0.0,0.0,0.0,65
275,3,2,0,2016,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.439650261299,0.0,0.0,0.0,0.395283506647,0.0,0.0,0.0,0.0,0.0,0.575535553223,0.298268345592,0.479847286235,0.0,0.0,17
276,378,2,0,2016,3,0,0,1,0,0,0,0.0,0.0,0.0,0.762160206916,0.0,0.24801443917,0.0,0.0,0.250603459756,0.0,0.361255600987,0.0,0.368757453073,0.0,0.0,0.0,0.168258415759,0.0,0.0,0.0,14
277,3,0,0,2016,3,0,0,0,0,0,1,0.301277239234,0.0,0.0,0.616083249198,0.0,0.200479558163,0.0,0.0,0.202572362537,0.0,0.584033441859,0.0,0.29808075493,0.0,0.0,0.0,0.136009713634,0.0,0.0,0.0,36
278,4,0,0,2016,3,0,0,0,1,0,0,0.936062091468,0.0,0.0,0.0,0.0,0.207628600363,0.0,0.0,0.209796033528,0.0,0.0,0.0,0.0,0.0,0.15435511358,0.0,0.0,0.113305994786,0.0,0.0,69
279,1,0,0,2016,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.308494834002,0.0,0.0,0.311715208907,0.0,0.898701600049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
280,5,0,1,2016,3,0,0,0,1,0,0,0.0,0.20268014319,0.0,0.0,0.0,0.127266227303,0.0,0.0,0.12859475835,0.0,0.926874209092,0.0,0.0,0.0,0.0,0.0,0.259020569819,0.0,0.0,0.0,114
282,6,0,0,2016,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.279650609155,0.0,0.0,0.282569879447,0.0,0.0,0.0,0.0,0.0,0.415795333238,0.0,0.758884339475,0.305218938118,0.0,0.0,74
283,3,1,0,2016,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.297166653301,0.0,0.0,0.300268773426,0.0,0.0,0.0,0.883677729219,0.0,0.0,0.0,0.201604352021,0.0,0.0,0.0,47
